ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
0.339324,-0.81702,0.0466502,0.333353,-0.783193,0.0457797,0.333353,-0.800067,0.0442458,0.069,0.0078,0.06,0.0595892,0.0378234,0.0545867,0.805333
0.339558,-0.815772,0.0469343,0.333545,-0.782138,0.0460674,0.333545,-0.799012,0.0445334,0.0669,0.0198,0.0618,0.0604621,0.0825009,0.0540135,0.805667
0.339791,-0.814518,0.0472141,0.333737,-0.781324,0.046355,0.333737,-0.798197,0.044821,0.06,0.033,0.0489,0.060495,0.114189,0.0562184,0.806
0.340022,-0.813258,0.0474897,0.333881,-0.780317,0.0465467,0.333881,-0.797191,0.0450127,0.054,0.0498,0.0558,0.0643136,0.109205,0.0571351,0.806333
0.340252,-0.811991,0.0477609,0.334072,-0.77931,0.0468344,0.334072,-0.796184,0.0453004,0.0528,0.0588,0.0609,0.0620066,0.116719,0.0603437,0.806667
0.34048,-0.810719,0.0480277,0.334312,-0.77816,0.047122,0.334312,-0.795033,0.045588,0.0558,0.111,0.06,0.0593257,0.109597,0.0655371,0.807
0.340707,-0.80944,0.0482901,0.334504,-0.777201,0.0473617,0.334504,-0.794075,0.0458277,0.0558,0.114,0.06,0.0619221,0.129638,0.0701745,0.807333
0.340932,-0.808156,0.048548,0.334695,-0.77629,0.0476013,0.334695,-0.793164,0.0460674,0.0618,0.105,0.063,0.0625364,0.137551,0.0691564,0.807667
0.341156,-0.806865,0.0488014,0.334887,-0.775331,0.0477931,0.334887,-0.792205,0.0462591,0.0678,0.102,0.057,0.0622433,0.135139,0.0728424,0.808
0.341379,-0.805569,0.0490502,0.335079,-0.774373,0.0479848,0.335079,-0.791246,0.0464509,0.072,0.111,0.0579,0.0623621,0.137149,0.0732492,0.808333
0.3416,-0.804266,0.0492944,0.335271,-0.773414,0.0482245,0.335271,-0.790288,0.0466905,0.0729,0.1368,0.0609,0.0624736,0.139425,0.0725227,0.808667
0.34182,-0.802957,0.049534,0.335462,-0.772216,0.0484163,0.335462,-0.789089,0.0468823,0.069,0.1338,0.0609,0.0625777,0.110583,0.072098,0.809
0.342039,-0.801642,0.0497688,0.335702,-0.770969,0.048656,0.335702,-0.787843,0.047122,0.0699,0.135,0.0579,0.0588851,0.106253,0.0698709,0.809333
0.342257,-0.800321,0.049999,0.335894,-0.769867,0.0488477,0.335894,-0.78674,0.0473137,0.0699,0.132,0.057,0.0617877,0.113552,0.0669075,0.809667
0.342473,-0.798995,0.0502244,0.336086,-0.768764,0.0490394,0.336086,-0.785638,0.0475055,0.0678,0.126,0.0618,0.0618066,0.11901,0.0633088,0.81
0.342689,-0.797662,0.0504449,0.336277,-0.767614,0.0492312,0.336277,-0.784487,0.0476972,0.0738,0.102,0.06,0.0622998,0.117356,0.0621141,0.810333
0.342903,-0.796323,0.0506606,0.336517,-0.766175,0.0494229,0.336517,-0.783049,0.047889,0.0678,0.1029,0.06,0.0590592,0.0874891,0.0600531,0.810667
0.343116,-0.794978,0.0508714,0.336709,-0.766511,0.0496147,0.336709,-0.781851,0.0480807,0.0669,0.1149,0.063,0.145732,0.0847345,0.0568658,0.811
0.343328,-0.793627,0.0510773,0.336901,-0.765265,0.0498064,0.336901,-0.780604,0.0482725,0.0618,0.1218,0.0588,0.0590659,0.0869305,0.185567,0.811333
0.343538,-0.79227,0.0512782,0.33714,-0.763731,0.0500461,0.33714,-0.77907,0.0485121,0.0639,0.0909,0.0579,0.0559798,0.0573457,0.114636,0.811667
0.343748,-0.790907,0.0514741,0.337332,-0.762436,0.0501899,0.337332,-0.777776,0.048656,0.057,0.075,0.0999,0.059869,0.0833875,0.104238,0.812
0.343956,-0.789538,0.051665,0.337524,-0.761142,0.0503817,0.337524,-0.776482,0.0488477,0.12,0.084,0.1119,0.05989,0.0866892,0.0955808,0.812333
0.344164,-0.788163,0.0518507,0.337763,-0.761094,0.0506214,0.337763,-0.7749,0.0490874,0.1509,0.072,0.039,0.139719,0.0289118,0.0790224,0.812667
0.34437,-0.786782,0.0520313,0.337955,-0.7598,0.0507652,0.337955,-0.773606,0.0492312,0.0858,0.0669,0.0519,0.0546041,0.0610264,0.189634,0.813
0.344576,-0.785395,0.0522068,0.338195,-0.758506,0.0510049,0.338195,-0.772311,0.0494709,0.0918,0.0858,0.066,0.051884,0.0675523,0.0999874,0.813333
0.34478,-0.784002,0.052377,0.338435,-0.756972,0.0511966,0.338435,-0.770777,0.0496626,0.0858,0.0459,0.0999,0.0523736,0.0479533,0.0832481,0.813667
0.344984,-0.782604,0.052542,0.338674,-0.75539,0.0514842,0.338674,-0.769195,0.0499502,0.1569,0.0438,0.0858,0.0528023,0.0452997,0.0655618,0.814
0.345187,-0.781199,0.0527017,0.338866,-0.754143,0.0517239,0.338866,-0.767949,0.0501899,0.159,0.0648,0.0369,0.055053,0.0837552,0.0430065,0.814333
0.345388,-0.779789,0.0528562,0.339154,-0.752897,0.0520115,0.339154,-0.766703,0.0504776,0.066,0.0618,0.0489,0.0485634,0.0916255,0.0226631,0.814667
0.345589,-0.778372,0.0530052,0.339393,-0.751699,0.0522992,0.339393,-0.765504,0.0507652,0.075,0.042,0.057,0.0520249,0.104133,0.00742546,0.815
0.345789,-0.77695,0.0531489,0.339585,-0.75026,0.0510528,0.339585,-0.764066,0.0510528,0.057,0.0708,0.057,0.13713,0.21964,0.102675,0.815333
0.345988,-0.775522,0.0532871,0.339873,-0.748822,0.0513884,0.339873,-0.762628,0.0513884,0.0258,0.0858,0.0549,0.0466854,0.0897637,0.0337169,0.815667
0.346186,-0.774088,0.0534199,0.340112,-0.747432,0.0517719,0.340112,-0.761238,0.0517719,0.0129,0.0939,0.0468,0.0508825,0.0938704,0.0259415,0.816
0.346384,-0.772649,0.0535472,0.340352,-0.746282,0.0520595,0.340352,-0.760087,0.0520595,0.051,0.1578,0.0939,0.0517118,0.118838,0.0196837,0.816333
0.34658,-0.771203,0.053669,0.340592,-0.745131,0.0523471,0.340592,-0.758937,0.0523471,0.0639,0.1578,0.0828,0.052491,0.122468,0.0135315,0.816667
0.346776,-0.769752,0.0537852,0.340783,-0.743789,0.0525868,0.340783,-0.757595,0.0525868,0.0219,0.0729,0.0318,0.0546196,0.102016,0.00818861,0.817
0.346971,-0.768295,0.0538959,0.341023,-0.742399,0.0528265,0.341023,-0.756205,0.0528265,0.0219,0.1059,0.0489,0.0512606,0.0954554,0.00477541,0.817333
0.347166,-0.766833,0.0540009,0.341263,-0.740961,0.0530661,0.341263,-0.754766,0.0530661,0.0168,0.1239,0.0528,0.0516125,0.0912597,0.00567726,0.817667
0.347359,-0.765364,0.0541002,0.341502,-0.739523,0.0532579,0.341502,-0.753328,0.0532579,0.0108,0.1059,0.0528,0.0524539,0.091466,0.00922177,0.818
0.347552,-0.76389,0.0541939,0.341742,-0.738084,0.0534017,0.341742,-0.75189,0.0534017,0.0078,0.0858,0.0519,0.0519295,0.0908186,0.011148,0.818333
0.347744,-0.762411,0.0542818,0.341982,-0.736598,0.0535455,0.341982,-0.750404,0.0535455,0.006,0.0909,0.0498,0.0532303,0.0877542,0.0163016,0.818667
0.347936,-0.760925,0.054364,0.342222,-0.735112,0.0536414,0.342222,-0.748918,0.0536414,0.0078,0.09,0.0498,0.05276,0.0903513,0.019856,0.819
0.348127,-0.759434,0.0544405,0.342413,-0.733387,0.0536893,0.342413,-0.747192,0.0536893,0.0099,0.0849,0.0498,0.0559886,0.0657395,0.0198522,0.819333
0.348317,-0.757938,0.0545111,0.342605,-0.731901,0.0537373,0.342605,-0.745706,0.0537373,0.0159,0.087,0.051,0.0563176,0.089776,0.0197594,0.819667
0.348507,-0.756436,0.0545759,0.342797,-0.730415,0.0537852,0.342797,-0.74422,0.0537852,0.0159,0.093,0.0489,0.0566267,0.0926462,0.0196652,0.82
0.348696,-0.754928,0.0546348,0.342989,-0.728641,0.0537852,0.342989,-0.742447,0.0537852,0.015,0.0669,0.0549,0.0574006,0.0667437,0.0177924,0.820333
0.348884,-0.753415,0.0546878,0.34318,-0.727155,0.0537852,0.34318,-0.740961,0.0537852,0.018,0.0819,0.057,0.0567778,0.0966247,0.0127772,0.820667
0.349072,-0.751896,0.054735,0.343372,-0.725429,0.0537852,0.343372,-0.739235,0.0537852,0.0159,0.09,0.054,0.0569804,0.0760814,0.00944952,0.821
0.34926,-0.750372,0.0547761,0.343516,-0.723943,0.0537852,0.343516,-0.737749,0.0537852,0.0138,0.0699,0.054,0.0595165,0.0969601,0.00620604,0.821333
0.349447,-0.748843,0.0548113,0.34366,-0.722457,0.0537852,0.34366,-0.736263,0.0537852,0.012,0.0909,0.054,0.060005,0.0985564,0.00301991,0.821667
0.349633,-0.747308,0.0548406,0.343851,-0.720779,0.0537852,0.343851,-0.734585,0.0537852,0.012,0.0849,0.0558,0.0571779,0.0803193,-0.000131109,0.822
0.349819,-0.745767,0.0548638,0.344043,-0.719293,0.0537852,0.344043,-0.733099,0.0537852,0.003,0.09,0.054,0.0567383,0.099195,-0.00326541,0.822333
0.350004,-0.744222,0.0548809,0.344187,-0.717855,0.0537852,0.344187,-0.731661,0.0537852,0.003,0.0978,0.0579,0.0595375,0.107807,-0.00535102,0.822667
0.350189,-0.742671,0.054892,0.344379,-0.716417,0.0537373,0.344379,-0.730223,0.0537373,0.0018,0.0798,0.054,0.0565663,0.111408,-0.00707343,0.823
0.350374,-0.741115,0.054897,0.344522,-0.714979,0.0537373,0.344522,-0.728785,0.0537373,0,0.0849,0.054,0.0592926,0.115097,-0.00882474,0.823333
0.350558,-0.739553,0.0548959,0.344666,-0.713301,0.0537373,0.344666,-0.727107,0.0537373,0,0.102,0.0609,0.0595573,0.0911017,-0.0117584,0.823667
0.350742,-0.737986,0.0548886,0.344858,-0.711863,0.0537373,0.344858,-0.725669,0.0537373,-0.0039,0.1128,0.054,0.0569924,0.115279,-0.0132894,0.824
0.350925,-0.736415,0.0548753,0.34505,-0.710185,0.0537373,0.34505,-0.723991,0.0537373,-0.0078,0.114,0.0609,0.0563998,0.0881574,-0.0163032,0.824333
0.351108,-0.734838,0.0548557,0.345194,-0.708747,0.0536893,0.345194,-0.722553,0.0536893,-0.0069,0.0888,0.0618,0.0600125,0.110621,-0.0182052,0.824667
0.35129,-0.733255,0.0548299,0.345337,-0.707261,0.0536893,0.345337,-0.721067,0.0536893,-0.0138,0.0978,0.0549,0.0608091,0.106105,-0.0212136,0.825
0.351473,-0.731668,0.054798,0.345481,-0.705775,0.0536893,0.345481,-0.719581,0.0536893,-0.0129,0.0948,0.0579,0.0607028,0.107559,-0.0260838,0.825333
0.351654,-0.730076,0.0547598,0.345673,-0.704289,0.0536414,0.345673,-0.718095,0.0536414,-0.0198,0.1008,0.057,0.0577055,0.110038,-0.0294593,0.825667
0.351836,-0.728479,0.0547153,0.345817,-0.701221,0.0536414,0.345817,-0.716561,0.0536414,-0.018,0.111,0.06,-0.0223651,0.138,-0.0318548,0.826
0.352017,-0.726876,0.0546646,0.345961,-0.699687,0.0536414,0.345961,-0.715027,0.0536414,-0.0219,0.1038,0.066,0.0647229,0.137037,-0.165336,0.826333
0.352198,-0.725269,0.0546076,0.346104,-0.698153,0.0535935,0.346104,-0.713493,0.0535935,-0.0288,0.1059,0.0579,0.0649146,0.140035,-0.0965756,0.826667
0.352379,-0.723657,0.0545443,0.346296,-0.696379,0.0535935,0.346296,-0.711719,0.0535935,-0.03,0.1368,0.0048,0.0609988,0.115678,-0.0899457,0.827
0.352559,-0.72204,0.0544747,0.344954,-0.694558,0.0535455,0.346488,-0.709898,0.0535455,-0.153,0.1359,0.0318,0.0419895,0.102156,-0.0798554,0.827333
0.352739,-0.720418,0.0543988,0.345098,-0.692976,0.0534976,0.346632,-0.708316,0.0534976,-0.117,0.129,0.0708,0.0489368,0.2364,0.0740798,0.827667
0.352919,-0.718791,0.0543166,0.345194,-0.691346,0.0534496,0.346728,-0.706686,0.0534496,-0.0678,0.1188,0.0588,0.0537371,0.113629,0.0194158,0.828
0.353098,-0.71716,0.0542279,0.345337,-0.689668,0.0533538,0.346871,-0.705008,0.0533538,-0.078,0.1059,0.0459,0.0513947,0.109977,0.0243996,0.828333
0.353278,-0.715524,0.054133,0.345433,-0.68799,0.05321,0.346967,-0.70333,0.05321,0.0108,0.1959,0.0399,0.0546431,0.10458,0.0269643,0.828667
0.353457,-0.713883,0.0540316,0.345529,-0.686313,0.0530182,0.347063,-0.701652,0.0530182,0.033,0.1548,0.0549,0.0558129,0.10522,0.0145083,0.829
0.353636,-0.712238,0.0539239,0.345625,-0.684827,0.0528744,0.347159,-0.700166,0.0528744,0.015,0.0948,0.0489,0.055986,0.127107,-0.00220402,0.829333
0.353815,-0.710588,0.0538098,0.345721,-0.683676,0.0527785,0.347255,-0.699016,0.0527785,0.018,0.102,0.054,0.0569692,0.161919,-0.0160353,0.829667
0.353993,-0.708933,0.0536892,0.345817,-0.68219,0.0525868,0.347351,-0.69753,0.0525868,0.0159,0.1089,0.054,0.0579295,0.134443,-0.0325018,0.83
0.354171,-0.707274,0.0535623,0.345865,-0.682238,0.0524909,0.347399,-0.696044,0.0524909,0.0078,0.1158,0.0558,0.145434,0.108857,-0.0508998,0.830333
0.35435,-0.705611,0.0534289,0.345961,-0.680416,0.052395,0.347495,-0.694222,0.052395,-0.009,0.159,0.0549,0.0557382,0.0753933,0.0628336,0.830667
0.354528,-0.703943,0.0532891,0.346056,-0.678882,0.0523471,0.34759,-0.692688,0.0523471,-0.018,0.15,0.054,0.0576018,0.109432,-0.0161225,0.831
0.354706,-0.702271,0.0531429,0.346152,-0.677061,0.0522992,0.347686,-0.690867,0.0522992,-0.0399,0.1098,0.0978,0.0584518,0.0810713,-0.0361193,0.831333
0.354883,-0.700594,0.0529902,0.346248,-0.675479,0.0522992,0.347782,-0.689285,0.0522992,-0.0039,0.0879,0.105,0.0591453,0.106417,-0.0460228,0.831667
0.355061,-0.698913,0.0528311,0.346296,-0.673945,0.0522512,0.34783,-0.687751,0.0522512,0.009,0.0858,0.039,0.0625245,0.114791,-0.0579502,0.832
0.355239,-0.697228,0.0526656,0.346392,-0.672411,0.0522512,0.347926,-0.686217,0.0522512,-0.0078,0.0999,0.0498,0.0595299,0.120004,-0.0703532,0.832333
0.355416,-0.695539,0.0524935,0.346488,-0.670877,0.0522512,0.348022,-0.684683,0.0522512,-0.0339,0.09,0.0609,0.0606779,0.124644,-0.0831596,0.832667
0.355593,-0.693845,0.0523151,0.346584,-0.669295,0.0522512,0.348118,-0.683101,0.0522512,-0.051,0.1059,0.0588,0.0613631,0.12432,-0.0901659,0.833
0.355771,-0.692148,0.0521301,0.346728,-0.667761,0.0522512,0.348262,-0.681567,0.0522512,-0.0609,0.123,0.063,0.059186,0.1337,-0.0938809,0.833333
0.355948,-0.690446,0.0519388,0.346823,-0.666227,0.0522512,0.348357,-0.680033,0.0522512,-0.0729,0.1179,0.0549,0.0627437,0.138981,-0.0944314,0.833667
0.356125,-0.68874,0.0517409,0.346919,-0.664693,0.0522033,0.348453,-0.678499,0.0522033,-0.0858,0.1188,0.0618,0.0643638,0.144475,-0.0953437,0.834
0.356302,-0.687031,0.0515366,0.347063,-0.662871,0.0522033,0.348597,-0.676677,0.0522033,-0.096,0.1338,0.057,0.0618179,0.116292,-0.0927665,0.834333
0.356479,-0.685317,0.0513258,0.347159,-0.661337,0.0521074,0.348693,-0.675143,0.0521074,-0.0858,0.1338,0.057,0.0654389,0.145743,-0.0917493,0.834667
0.356656,-0.6836,0.0511086,0.347303,-0.659803,0.0520595,0.348837,-0.673609,0.0520595,-0.0888,0.138,0.06,0.0633437,0.147322,-0.0889702,0.835
0.356833,-0.681879,0.050885,0.347399,-0.658317,0.0519636,0.348933,-0.672123,0.0519636,-0.0939,0.1248,0.0588,0.067002,0.154606,-0.0836522,0.835333
0.357009,-0.680154,0.0506548,0.347543,-0.656783,0.0518198,0.349076,-0.670589,0.0518198,-0.087,0.126,0.0579,0.0644669,0.149311,-0.0826944,0.835667
0.357186,-0.678425,0.0504183,0.347638,-0.654914,0.051676,0.349172,-0.66872,0.051676,-0.096,0.1458,0.0678,0.0681078,0.113244,-0.0772105,0.836
0.357363,-0.676693,0.0501752,0.347782,-0.654578,0.0514842,0.349316,-0.66685,0.0514842,-0.0849,0.1458,0.06,0.148814,0.0812523,-0.0731113,0.836333
0.357539,-0.674957,0.0499258,0.347926,-0.652373,0.0512445,0.34946,-0.664645,0.0512445,-0.075,0.1428,0.0639,0.0618721,0.0440379,0.0592956,0.836667
0.357716,-0.673218,0.0496699,0.34807,-0.650456,0.0509569,0.349604,-0.662728,0.0509569,-0.075,0.123,0.063,0.0622399,0.0670854,-0.00919336,0.837
0.357893,-0.671475,0.0494076,0.349843,-0.647915,0.0506214,0.349843,-0.660187,0.0506214,-0.0768,0.0768,0.1458,0.075741,-0.00758085,-0.0157818,0.837333
0.358069,-0.669728,0.0491389,0.349987,-0.64595,0.0502858,0.349987,-0.658222,0.0502858,0.0039,0.0438,0.0798,0.0790679,-0.0707937,-0.158703,0.837667
0.358246,-0.667978,0.0488638,0.350131,-0.643984,0.0499982,0.350131,-0.656256,0.0499982,0.0108,0.0609,0.045,0.0769224,0.0469702,-0.107628,0.838
0.358423,-0.666225,0.0485822,0.350419,-0.641731,0.0496147,0.350419,-0.654003,0.0496147,-0.0108,0.009,0.075,0.0641666,0.0240218,-0.124225,0.838333
0.358599,-0.664469,0.0482943,0.35061,-0.639814,0.049375,0.35061,-0.652086,0.049375,-0.1128,-0.0258,0.078,0.0711954,0.0623126,-0.140459,0.838667
0.358776,-0.662709,0.048,0.35085,-0.637657,0.0491353,0.35085,-0.649928,0.0491353,-0.1359,0.0138,0.0759,0.0675828,0.051639,-0.138324,0.839
0.358953,-0.660946,0.0476994,0.35109,-0.635931,0.0489436,0.35109,-0.648203,0.0489436,-0.1119,0.0348,0.0618,0.0669353,0.100229,-0.127456,0.839333
0.359129,-0.65918,0.0473924,0.35133,-0.633965,0.0487518,0.35133,-0.646237,0.0487518,-0.132,0.0648,0.0648,0.0663722,0.0912227,-0.118884,0.839667
0.359306,-0.657411,0.047079,0.351569,-0.632384,0.0484642,0.351569,-0.644655,0.0484642,-0.1338,0.0648,0.069,0.0663716,0.127974,-0.107622,0.84
0.359483,-0.655639,0.0467593,0.351809,-0.63061,0.0482245,0.351809,-0.642882,0.0482245,-0.126,0.0849,0.0618,0.0665115,0.109861,-0.0908557,0.840333
0.359659,-0.653864,0.0464333,0.352097,-0.62735,0.047889,0.352097,-0.641156,0.047889,-0.1218,0.0918,0.069,-0.0212184,0.149047,-0.0819933,0.840667
0.359836,-0.652086,0.046101,0.352336,-0.62572,0.0490394,0.352336,-0.639526,0.0475055,-0.0999,0.1218,0.0678,-0.0129642,0.017204,-0.300463,0.841
0.360013,-0.650305,0.0457624,0.352624,-0.624282,0.048608,0.352624,-0.638088,0.047074,-0.0918,0.117,0.0618,0.0674516,0.165425,-0.166585,0.841333
0.36019,-0.648521,0.0454176,0.352768,-0.623084,0.0483204,0.352768,-0.63689,0.0467864,-0.09,0.126,0.0438,0.075277,0.192681,-0.147648,0.841667
0.360366,-0.646735,0.0450665,0.351425,-0.621885,0.0479848,0.352959,-0.635691,0.0464509,-0.1929,0.0828,0,0.052402,0.200325,-0.128359,0.842
0.360543,-0.644945,0.0447092,0.351617,-0.620687,0.0476493,0.353151,-0.634493,0.0461153,-0.2478,0.069,0.0159,0.0545959,0.324098,0.0310628,0.842333
0.36072,-0.643154,0.0443456,0.351809,-0.617907,0.0472658,0.353343,-0.633246,0.0457318,-0.135,0.1908,0.072,-0.0276513,0.242976,-0.019708,0.842667
0.360897,-0.641359,0.0439759,0.352001,-0.616708,0.0468823,0.353535,-0.632048,0.0453483,-0.1248,0.198,0.0699,0.0607477,0.252321,-0.129206,0.843
0.361074,-0.639562,0.0436,0.352144,-0.615702,0.0464509,0.353678,-0.631041,0.0449169,-0.084,0.2199,0.0459,0.0638231,0.281505,-0.0600477,0.843333
0.36125,-0.637763,0.0432179,0.352288,-0.614407,0.0460674,0.353822,-0.629747,0.0445334,0.0039,0.2769,0.03,0.0631626,0.253782,-0.0522511,0.843667
0.361427,-0.635961,0.0428297,0.352432,-0.613065,0.0454921,0.353966,-0.628405,0.0439581,-0.0879,0.2328,0.0189,0.0634258,0.246188,-0.0562432,0.844
0.361604,-0.634157,0.0424354,0.352576,-0.611675,0.0451566,0.35411,-0.627015,0.0436226,-0.1269,0.258,0.057,0.0642418,0.239189,-0.0629174,0.844333
0.361781,-0.63235,0.042035,0.352672,-0.610237,0.0446772,0.354206,-0.625577,0.0431432,-0.0519,0.261,0.0648,0.0680055,0.231368,-0.0621226,0.844667
0.361958,-0.630542,0.0416285,0.352816,-0.608703,0.0442458,0.35435,-0.624043,0.0427118,-0.051,0.2388,0.0588,0.0651522,0.218645,-0.0676612,0.845
0.362135,-0.628731,0.041216,0.352911,-0.607456,0.0438143,0.354445,-0.622796,0.0422803,-0.0618,0.231,0.0618,0.0684603,0.255544,-0.0750888,0.845333
0.362312,-0.626918,0.0407975,0.353007,-0.606977,0.0433829,0.354541,-0.620783,0.0418489,-0.0639,0.2298,0.0609,0.152118,0.137627,-0.0835046,0.845667
0.362489,-0.625103,0.040373,0.353151,-0.605587,0.0429994,0.354685,-0.619393,0.0414654,-0.0678,0.2169,0.066,0.0614322,0.19929,0.0376228,0.846
0.362666,-0.623286,0.0399426,0.353247,-0.605347,0.0426638,0.354781,-0.617619,0.0411299,-0.069,0.2349,0.06,0.148841,0.129648,-0.0385431,0.846333
0.362843,-0.621467,0.0395062,0.353343,-0.60343,0.0423283,0.354877,-0.615702,0.0407943,-0.081,0.189,0.1059,0.062291,0.115457,0.0705336,0.846667
0.36302,-0.619646,0.0390638,0.353439,-0.601512,0.0420407,0.354973,-0.613784,0.0405067,-0.0528,0.153,0.1278,0.0629221,0.113007,-0.0124401,0.847
0.363197,-0.617823,0.0386157,0.352049,-0.601081,0.041753,0.355117,-0.611819,0.0402191,0,0.165,0.0858,0.124262,0.0785601,-0.0378437,0.847333
0.363374,-0.615998,0.0381616,0.352192,-0.599067,0.0414654,0.35526,-0.609805,0.0399314,0.0039,0.1188,0.102,0.0382914,0.191683,0.192757,0.847667
0.363551,-0.614172,0.0377018,0.352336,-0.597006,0.0411778,0.355404,-0.607744,0.0396438,0.015,0.114,0.0519,0.0388583,0.0693867,0.0197808,0.848
0.363728,-0.612344,0.0372361,0.35248,-0.594945,0.0409381,0.355548,-0.605683,0.0394041,-0.0159,0.0879,0.0888,0.0394826,0.068453,-0.0309714,0.848333
0.363905,-0.610515,0.0367647,0.352672,-0.592932,0.0406984,0.35574,-0.603669,0.0391644,0.0429,0.141,0.0858,0.0374521,0.0743911,-0.0742412,0.848667
0.364082,-0.608684,0.0362876,0.352864,-0.59087,0.0405546,0.355931,-0.601608,0.0390206,0.117,0.1359,0.024,0.0381555,0.0726971,-0.120564,0.849
0.364259,-0.606851,0.0358047,0.353055,-0.588425,0.0403629,0.356123,-0.599163,0.0388289,-0.012,0.0639,0.0399,0.0382699,0.0330947,-0.168563,0.849333
0.364436,-0.605017,0.0353163,0.353247,-0.586844,0.0403149,0.356315,-0.597581,0.038781,-0.033,0.063,0.0378,0.0411335,0.121024,-0.19854,0.849667
0.364613,-0.603182,0.0348221,0.353487,-0.584878,0.038733,0.356555,-0.595616,0.038733,-0.1119,0.0759,0.039,0.120651,0.221562,-0.121267,0.85
0.36479,-0.601345,0.0343224,0.353631,-0.584447,0.0386851,0.356698,-0.593651,0.0386851,-0.1368,0.057,0.039,0.127357,0.0621237,-0.192372,0.850333
0.364967,-0.599508,0.0338171,0.35387,-0.582529,0.0386851,0.356938,-0.591733,0.0386851,-0.1839,0.0768,0.042,0.0363637,0.0716184,-0.0752315,0.850667
0.365144,-0.597669,0.0333063,0.354014,-0.58066,0.0386851,0.357082,-0.589864,0.0386851,-0.1509,0.1878,0.063,0.0450744,0.0810552,-0.14883,0.851
0.365321,-0.595828,0.03279,0.354158,-0.57879,0.0385892,0.357226,-0.587994,0.0385892,-0.1338,0.147,0.1329,0.0474367,0.0836244,-0.159371,0.851333
0.365497,-0.593987,0.0322683,0.35435,-0.576633,0.0384933,0.357418,-0.585837,0.0384933,-0.1389,0.0528,0.063,0.0449099,0.0558831,-0.162057,0.851667
0.365674,-0.592145,0.0317411,0.353055,-0.574476,0.0383016,0.357657,-0.58368,0.0383016,-0.1218,0.072,0.036,0.0217437,0.0502306,-0.160835,0.852
0.365851,-0.590302,0.0312086,0.353247,-0.572031,0.038014,0.357849,-0.581235,0.038014,-0.159,0.0888,0.0549,0.0259268,0.133166,-0.0353158,0.852333
0.366027,-0.588458,0.0306707,0.353487,-0.56997,0.0376784,0.358089,-0.579174,0.0376784,-0.159,0.0699,0.0459,0.024109,0.0480015,-0.105942,0.852667
0.366204,-0.586613,0.0301275,0.353678,-0.567237,0.037199,0.35828,-0.576441,0.037199,-0.1518,0.057,0.0279,0.0288194,-0.0170517,-0.107147,0.853
0.36638,-0.584767,0.029579,0.35387,-0.565272,0.0367676,0.358472,-0.574476,0.0367676,-0.0678,0.111,0.024,0.0306133,0.0502607,-0.115579,0.853333
0.366556,-0.582921,0.0290254,0.354062,-0.563354,0.0361924,0.358664,-0.572558,0.0361924,-0.087,0.0789,0.033,0.0333584,0.0615484,-0.131649,0.853667
0.366733,-0.581074,0.0284665,0.354206,-0.560862,0.0355692,0.358808,-0.570066,0.0355692,-0.1119,0,0.0288,0.0385845,0.00904281,-0.14595,0.854
0.366909,-0.579226,0.0279025,0.35435,-0.558752,0.0349939,0.358951,-0.567956,0.0349939,-0.1119,0.027,0.0348,0.0409647,0.0423235,-0.160226,0.854333
0.367085,-0.577378,0.0273334,0.354397,-0.557602,0.0345625,0.358999,-0.566806,0.0345625,-0.12,0.0588,0.0348,0.046153,0.134876,-0.170655,0.854667
0.367261,-0.575529,0.0267592,0.354493,-0.556164,0.034179,0.359095,-0.565368,0.034179,-0.1329,0.036,0.039,0.0456918,0.126085,-0.177754,0.855
0.367436,-0.57368,0.0261801,0.354541,-0.554774,0.0337476,0.359143,-0.563978,0.0337476,-0.1599,0.0219,0.039,0.0500399,0.142844,-0.184976,0.855333
0.367612,-0.571831,0.0255959,0.354637,-0.552137,0.033412,0.359239,-0.562875,0.033412,-0.1548,0.069,0.045,-0.0361234,0.211104,-0.187526,0.855667
0.367787,-0.569981,0.0250068,0.353151,-0.550555,0.0328847,0.359287,-0.561293,0.0328847,-0.1728,0.1338,0.0408,0.0366798,0.18235,-0.305645,0.856
0.367963,-0.568131,0.0244129,0.353199,-0.549309,0.0324053,0.359335,-0.560047,0.0324053,-0.1788,0.135,0.0468,0.0388876,0.334058,-0.10307,0.856333
