ref-hip,ref-knee,ref-ankle,link-hip,link-knee,link-ankle,motor-hip,motor-knee,motor-ankle,tau-m1,tau-m2,tau-m3,tau-dyn-1,tau-dyn-2,tau-dyn-3
0.340887,-0.112489,-0.224418,0.336901,-0.10014,-0.22305,0.341502,-0.104742,-0.224584,0.0909,-0.1659,-0.0528,-0.0508623,-0.0860074,-0.0413428,0.0593333
0.340616,-0.113698,-0.22416,0.336661,-0.101482,-0.222811,0.341263,-0.106084,-0.224345,0.093,-0.1188,-0.0549,-0.0519438,-0.0778971,0.0233419,0.0596667
0.340344,-0.114908,-0.223899,0.336373,-0.102633,-0.222523,0.340975,-0.107235,-0.224057,0.0798,-0.099,-0.1299,-0.0496856,-0.0998289,0.0338659,0.06
0.340072,-0.116121,-0.223633,0.334552,-0.104263,-0.222235,0.340688,-0.108865,-0.223769,-0.0078,-0.0798,-0.054,-0.0682796,-0.0509975,0.0389288,0.0603333
0.339799,-0.117335,-0.223365,0.334168,-0.105893,-0.2219,0.340304,-0.110495,-0.223434,0.0069,-0.075,-0.054,-0.0556887,0.0602316,0.200279,0.0606667
0.339524,-0.118551,-0.223092,0.333833,-0.107475,-0.221612,0.339968,-0.112076,-0.223146,0.0339,-0.099,-0.0489,-0.0588269,-0.0629691,0.151299,0.061
0.339249,-0.119769,-0.222817,0.333593,-0.108625,-0.221421,0.339729,-0.113227,-0.222955,0.036,-0.063,-0.0648,-0.0665022,-0.110748,0.157961,0.0613333
0.338974,-0.120988,-0.222537,0.333257,-0.109919,-0.221229,0.339393,-0.114521,-0.222763,0.183,0.0138,-0.0528,-0.0602524,-0.100409,0.161768,0.0616667
0.338697,-0.122209,-0.222255,0.332922,-0.111166,-0.221085,0.339058,-0.115768,-0.222619,0.1509,-0.0219,-0.0609,-0.0608284,-0.114011,0.140859,0.062
0.338419,-0.12343,-0.221968,0.332586,-0.112364,-0.220893,0.338722,-0.116966,-0.222427,0.1419,-0.1218,-0.0648,-0.0611516,-0.135235,0.117624,0.0623333
0.338141,-0.124653,-0.221679,0.332251,-0.113467,-0.220701,0.338387,-0.118069,-0.222235,0.156,-0.105,-0.0588,-0.0606719,-0.152292,0.0989188,0.0626667
0.337862,-0.125877,-0.221386,0.331915,-0.114473,-0.220414,0.338051,-0.119075,-0.221948,0.135,-0.102,-0.0648,-0.0602225,-0.162592,0.0743199,0.063
0.337582,-0.127102,-0.221089,0.33158,-0.115432,-0.220078,0.337715,-0.120034,-0.221612,0.1119,-0.1368,-0.063,-0.0593178,-0.165195,0.0592287,0.0633333
0.337301,-0.128327,-0.220789,0.331244,-0.116343,-0.219647,0.33738,-0.120945,-0.221181,0.1008,-0.1539,-0.06,-0.0583736,-0.168655,0.0446719,0.0636667
0.337019,-0.129553,-0.220485,0.330813,-0.117589,-0.219024,0.336948,-0.122191,-0.220558,0.072,-0.1689,-0.0588,-0.0512537,-0.126212,0.0368111,0.064
0.336737,-0.13078,-0.220178,0.330477,-0.118548,-0.218496,0.336613,-0.12315,-0.22003,0.0648,-0.1608,-0.0579,-0.0565201,-0.148477,0.0373755,0.0643333
0.336453,-0.132007,-0.219868,0.330189,-0.119411,-0.217969,0.336325,-0.124013,-0.219503,0.0519,-0.1608,-0.0579,-0.0593586,-0.158652,0.0413671,0.0646667
0.336169,-0.133235,-0.219554,0.329854,-0.120417,-0.217442,0.33599,-0.125019,-0.218976,0.039,-0.1209,-0.0528,-0.0565103,-0.142296,0.0490689,0.065
0.335884,-0.134463,-0.219237,0.32947,-0.121712,-0.216914,0.335606,-0.126314,-0.218448,0.0378,-0.138,-0.0588,-0.0528258,-0.107017,0.0639897,0.0653333
0.335598,-0.135691,-0.218916,0.329135,-0.122862,-0.216483,0.335271,-0.127464,-0.218017,0.042,-0.153,-0.0558,-0.0563018,-0.125544,0.0770397,0.0656667
0.335311,-0.136919,-0.218592,0.328751,-0.124205,-0.216004,0.334887,-0.128806,-0.217538,0.0489,-0.1338,-0.057,-0.0527685,-0.101444,0.0899069,0.066
0.335023,-0.138146,-0.218264,0.328464,-0.125259,-0.21562,0.3346,-0.129861,-0.217154,0.0609,-0.1089,-0.054,-0.0587385,-0.135694,0.0980175,0.0663333
0.334734,-0.139374,-0.217934,0.328176,-0.126122,-0.215428,0.334312,-0.130724,-0.216962,0.0699,-0.1179,-0.0489,-0.0580037,-0.161441,0.103732,0.0666667
0.334445,-0.140601,-0.217599,0.327984,-0.127033,-0.215189,0.33412,-0.131635,-0.216723,0.0849,-0.114,-0.054,-0.0652145,-0.165355,0.109307,0.067
0.334154,-0.141828,-0.217262,0.327745,-0.127944,-0.214949,0.333881,-0.132546,-0.216483,0.0939,-0.1149,-0.0549,-0.0634383,-0.172295,0.110393,0.0673333
0.333863,-0.143055,-0.216921,0.327505,-0.128854,-0.214805,0.333641,-0.133456,-0.216339,0.0978,-0.1548,-0.0579,-0.0636479,-0.179518,0.112943,0.0676667
0.333571,-0.144281,-0.216577,0.327265,-0.129765,-0.214613,0.333401,-0.134367,-0.216147,0.099,-0.1638,-0.057,-0.0642862,-0.186079,0.11185,0.068
0.333278,-0.145506,-0.216229,0.327026,-0.130676,-0.214326,0.333161,-0.135278,-0.21586,0.105,-0.162,-0.06,-0.0649341,-0.189933,0.106549,0.0683333
0.332984,-0.14673,-0.215878,0.326786,-0.131731,-0.214134,0.332922,-0.136333,-0.215668,0.102,-0.1719,-0.063,-0.0655916,-0.176019,0.103927,0.0686667
0.332689,-0.147953,-0.215524,0.326546,-0.132641,-0.213894,0.332682,-0.137243,-0.215428,0.111,-0.1908,-0.066,-0.0657767,-0.191796,0.102492,0.069
0.332393,-0.149175,-0.215167,0.326306,-0.1336,-0.213655,0.332442,-0.138202,-0.215189,0.102,-0.183,-0.063,-0.0659084,-0.188154,0.0964108,0.0693333
0.332096,-0.150396,-0.214806,0.324533,-0.134751,-0.213319,0.332203,-0.139353,-0.214853,0.1068,-0.1749,-0.0639,-0.0854218,-0.163834,0.0924979,0.0696667
0.331798,-0.151615,-0.214442,0.324293,-0.135518,-0.213032,0.331963,-0.14012,-0.214566,0.1038,-0.1689,-0.0699,-0.0838723,-0.0918213,0.22485,0.07
0.3315,-0.152834,-0.214075,0.324053,-0.136476,-0.212744,0.331723,-0.141078,-0.214278,0.0978,-0.1899,-0.0678,-0.0842554,-0.188455,0.148677,0.0703333
0.3312,-0.15405,-0.213704,0.323814,-0.137531,-0.212456,0.331484,-0.142133,-0.21399,0.0918,-0.177,-0.0738,-0.0828891,-0.181471,0.138612,0.0706667
0.3309,-0.155266,-0.21333,0.323622,-0.138538,-0.212169,0.331292,-0.14314,-0.213703,0.12,-0.123,-0.0879,-0.087147,-0.18763,0.130219,0.071
0.330598,-0.156479,-0.212953,0.323382,-0.139592,-0.211833,0.331052,-0.144194,-0.213367,0.201,-0.132,-0.084,-0.0839831,-0.18536,0.114835,0.0713333
0.330296,-0.157691,-0.212573,0.323143,-0.139161,-0.211498,0.330813,-0.145297,-0.213032,0.126,-0.1908,-0.0849,-0.167438,-0.153962,0.100591,0.0716667
0.329993,-0.1589,-0.21219,0.322855,-0.140215,-0.211162,0.330525,-0.146351,-0.212696,0.117,-0.1818,-0.0819,-0.0771269,-0.163289,-0.0472031,0.072
0.329688,-0.160108,-0.211804,0.322615,-0.141318,-0.210779,0.330285,-0.147454,-0.212313,0.129,-0.1848,-0.0798,-0.0798813,-0.159508,0.0148826,0.0723333
0.329383,-0.161313,-0.211414,0.322328,-0.142468,-0.210347,0.329998,-0.148604,-0.211881,0.105,-0.1638,-0.126,-0.0777124,-0.15479,0.0117439,0.0726667
0.329077,-0.162517,-0.211021,0.32204,-0.143571,-0.209916,0.32971,-0.149707,-0.21145,0.0228,-0.156,-0.1329,-0.0769903,-0.156663,0.0127475,0.073
0.32877,-0.163717,-0.210625,0.321752,-0.144721,-0.209484,0.329422,-0.150857,-0.211018,-0.0048,-0.1698,-0.057,-0.076105,-0.152271,0.0301068,0.0733333
0.328462,-0.164916,-0.210226,0.321417,-0.145872,-0.209005,0.329087,-0.152008,-0.210539,0.006,-0.1599,-0.0738,-0.0722388,-0.150392,0.0430587,0.0736667
0.328153,-0.166112,-0.209824,0.321129,-0.147022,-0.208478,0.328799,-0.153158,-0.210012,0.009,-0.1539,-0.0828,-0.0749526,-0.15111,0.0659009,0.074
0.327843,-0.167305,-0.209419,0.320698,-0.148461,-0.208046,0.328368,-0.154596,-0.20958,0.0189,-0.1548,-0.069,-0.0648502,-0.119121,0.0905737,0.0743333
0.327532,-0.168496,-0.20901,0.320362,-0.149371,-0.207663,0.328032,-0.155507,-0.209197,0.0378,-0.138,-0.072,-0.0714243,-0.171777,0.104675,0.0746667
0.32722,-0.169683,-0.208599,0.320027,-0.150809,-0.207327,0.327697,-0.156945,-0.208861,0.0549,-0.141,-0.075,-0.0719442,-0.11838,0.123098,0.075
0.326907,-0.170868,-0.208185,0.321225,-0.152008,-0.206992,0.327361,-0.158144,-0.208526,0.081,-0.1329,-0.069,-0.0531487,-0.142019,0.132181,0.0753333
0.326593,-0.17205,-0.207767,0.320794,-0.153206,-0.206656,0.32693,-0.159342,-0.20819,0.0978,-0.1359,-0.0678,-0.0493518,-0.257399,0.0074558,0.0756667
0.326278,-0.173228,-0.207347,0.320458,-0.154357,-0.206416,0.326594,-0.160493,-0.20795,0.1068,-0.1509,-0.075,-0.056606,-0.146264,0.0822686,0.076
0.325962,-0.174403,-0.206923,0.320123,-0.155795,-0.206177,0.326259,-0.161931,-0.207711,0.1308,-0.1269,-0.0609,-0.0576473,-0.116112,0.0889702,0.0763333
0.325645,-0.175575,-0.206497,0.319787,-0.156993,-0.205937,0.325923,-0.163129,-0.207471,0.066,-0.2028,-0.051,-0.0581851,-0.134963,0.0969189,0.0766667
0.325327,-0.176744,-0.206067,0.319404,-0.158192,-0.205697,0.325539,-0.164328,-0.207231,0.024,-0.207,-0.0549,-0.0558286,-0.134658,0.10435,0.077
0.325008,-0.177909,-0.205635,0.31902,-0.15939,-0.205362,0.325156,-0.165526,-0.206896,0.0948,-0.1149,-0.0618,-0.0573197,-0.129701,0.114844,0.0773333
0.324688,-0.17907,-0.2052,0.318685,-0.160828,-0.205122,0.32482,-0.166964,-0.206656,0.096,-0.123,-0.0609,-0.0603363,-0.100019,0.125071,0.0776667
0.324367,-0.180228,-0.204762,0.318397,-0.162027,-0.204834,0.324533,-0.168163,-0.206368,0.0978,-0.147,-0.0579,-0.0651322,-0.122098,0.132682,0.078
0.324045,-0.181382,-0.20432,0.318013,-0.163225,-0.204499,0.324149,-0.169361,-0.206033,0.1098,-0.138,-0.0588,-0.059572,-0.121097,0.133853,0.0783333
0.323722,-0.182532,-0.203876,0.317774,-0.164471,-0.204211,0.32391,-0.170607,-0.205745,0.1158,-0.117,-0.057,-0.0687034,-0.116865,0.137444,0.0786667
0.323397,-0.183678,-0.20343,0.317486,-0.16567,-0.204019,0.323622,-0.171806,-0.205553,0.1218,-0.108,-0.063,-0.0676846,-0.121557,0.1376,0.079
0.323072,-0.184819,-0.20298,0.317151,-0.16706,-0.203636,0.323286,-0.173196,-0.20517,0.138,-0.126,-0.063,-0.0653859,-0.101444,0.131092,0.0793333
0.322746,-0.185957,-0.202527,0.316863,-0.168259,-0.2033,0.322999,-0.174394,-0.204834,0.1308,-0.1188,-0.063,-0.0683006,-0.119513,0.129834,0.0796667
0.322418,-0.18709,-0.202072,0.316623,-0.169409,-0.202965,0.322759,-0.175545,-0.204499,0.1338,-0.114,-0.0648,-0.0719987,-0.124776,0.121997,0.08
0.32209,-0.188219,-0.201614,0.316336,-0.170559,-0.202629,0.322472,-0.176695,-0.204163,0.1368,-0.1098,-0.0669,-0.0694486,-0.123898,0.12009,0.0803333
0.32176,-0.189344,-0.201153,0.316048,-0.171662,-0.202198,0.322184,-0.177798,-0.203732,0.1269,-0.108,-0.075,-0.0701941,-0.128882,0.11071,0.0806667
0.321429,-0.190464,-0.200689,0.31576,-0.173052,-0.201766,0.321896,-0.179188,-0.2033,0.1248,-0.126,-0.0669,-0.0699785,-0.0983879,0.103329,0.081
0.321098,-0.191579,-0.200223,0.315473,-0.174155,-0.201335,0.321609,-0.180291,-0.202869,0.1209,-0.126,-0.0678,-0.0701228,-0.123798,0.10316,0.0813333
0.320765,-0.19269,-0.199753,0.315233,-0.175257,-0.200904,0.321369,-0.181393,-0.202438,0.111,-0.129,-0.0669,-0.0739986,-0.124946,0.0959589,0.0816667
0.320431,-0.193796,-0.199281,0.314945,-0.176312,-0.200472,0.321081,-0.182448,-0.202006,0.102,-0.123,-0.0759,-0.0712147,-0.128497,0.0986304,0.082
0.320096,-0.194897,-0.198807,0.31461,-0.177414,-0.199897,0.320746,-0.18355,-0.201431,0.099,-0.1089,-0.0708,-0.0684252,-0.124021,0.0916109,0.0823333
0.31976,-0.195993,-0.19833,0.314418,-0.178469,-0.199513,0.320554,-0.184605,-0.201047,0.0918,-0.12,-0.0669,-0.0784424,-0.12893,0.0973767,0.0826667
0.319422,-0.197084,-0.19785,0.314083,-0.179572,-0.198938,0.320218,-0.185708,-0.200472,0.0999,-0.1299,-0.075,-0.0703978,-0.125182,0.0950922,0.083
0.319084,-0.19817,-0.197367,0.313891,-0.180578,-0.198507,0.320027,-0.186714,-0.200041,0.0918,-0.1338,-0.0708,-0.0800129,-0.134265,0.0997664,0.0833333
0.318744,-0.199251,-0.196882,0.313603,-0.181633,-0.198027,0.319739,-0.187769,-0.199561,0.093,-0.1209,-0.0729,-0.074812,-0.128333,0.104755,0.0836667
0.318404,-0.200326,-0.196394,0.313316,-0.184413,-0.197452,0.319451,-0.189015,-0.198986,0.099,-0.126,-0.075,0.00836383,-0.137885,0.107305,0.084
0.318062,-0.201396,-0.195904,0.313028,-0.185468,-0.196973,0.319164,-0.19007,-0.198507,0.0909,-0.1278,-0.0699,-0.0794072,-0.150871,0.239341,0.0843333
0.317719,-0.202461,-0.195411,0.31274,-0.186475,-0.196493,0.318876,-0.191076,-0.198027,0.1059,-0.1308,-0.0759,-0.0789112,-0.153343,0.175673,0.0846667
0.317375,-0.20352,-0.194915,0.312453,-0.187721,-0.195918,0.318589,-0.192323,-0.197452,0.1008,-0.1359,-0.015,-0.0789466,-0.127092,0.166377,0.085
0.317029,-0.204573,-0.194417,0.312165,-0.188728,-0.195439,0.318301,-0.19333,-0.196973,0.1668,-0.1479,-0.0309,-0.0795588,-0.148199,0.157899,0.0853333
0.316683,-0.205621,-0.193917,0.310343,-0.189782,-0.195007,0.318013,-0.194384,-0.196541,0.2298,-0.1548,-0.0879,-0.100232,-0.142454,0.150515,0.0856667
0.316335,-0.206663,-0.193414,0.310008,-0.190789,-0.194432,0.317678,-0.195391,-0.195966,0.15,-0.1359,-0.0798,-0.0958186,-0.029562,0.258288,0.086
0.315986,-0.207699,-0.192909,0.30972,-0.192035,-0.193953,0.31739,-0.196637,-0.195487,0.1608,-0.132,-0.0759,-0.0981895,-0.117973,0.166536,0.0863333
0.315636,-0.208729,-0.192401,0.309481,-0.19309,-0.193473,0.317151,-0.197692,-0.195007,0.1458,-0.1419,-0.09,-0.101085,-0.133054,0.141887,0.0866667
0.315285,-0.209754,-0.19189,0.309193,-0.194097,-0.192898,0.316863,-0.198698,-0.194432,0.201,-0.0879,-0.0948,-0.0978658,-0.135957,0.127448,0.087
0.314933,-0.210772,-0.191378,0.308905,-0.195151,-0.192323,0.316575,-0.199753,-0.193857,0.213,-0.06,-0.0858,-0.0970889,-0.129266,0.10017,0.0873333
0.314579,-0.211784,-0.190863,0.308618,-0.196206,-0.193282,0.316288,-0.200808,-0.193282,0.1359,-0.1398,-0.0918,-0.0151331,0.000515088,0.185324,0.0876667
0.314225,-0.21279,-0.190345,0.308282,-0.197452,-0.192515,0.315952,-0.202054,-0.192515,0.12,-0.132,-0.0909,-0.0945108,-0.111375,0.0977015,0.088
0.313869,-0.21379,-0.189826,0.307947,-0.198459,-0.191843,0.315617,-0.203061,-0.191843,0.1158,-0.126,-0.09,-0.09391,-0.134911,0.0769819,0.0883333
0.313511,-0.214784,-0.189303,0.307611,-0.199465,-0.191172,0.315281,-0.204067,-0.191172,0.1338,-0.063,-0.0558,-0.0916027,-0.130651,0.0697862,0.0886667
0.313153,-0.215771,-0.188779,0.307276,-0.200472,-0.190501,0.314945,-0.205074,-0.190501,0.1578,-0.0429,-0.0438,-0.0916479,-0.12943,0.0490848,0.089
0.312793,-0.216751,-0.188252,0.30694,-0.201479,-0.189782,0.31461,-0.206081,-0.189782,0.075,-0.1389,-0.1029,-0.0914488,-0.129985,0.0419635,0.0893333
0.312432,-0.217726,-0.187724,0.306509,-0.202485,-0.188919,0.314178,-0.207087,-0.188919,0.0759,-0.1368,-0.0939,-0.0852736,-0.131683,0.0355696,0.0896667
0.31207,-0.218693,-0.187192,0.306173,-0.203636,-0.188248,0.313843,-0.208238,-0.188248,0.06,-0.1269,-0.0858,-0.0911905,-0.117262,0.0360819,0.09
0.311707,-0.219654,-0.186659,0.305789,-0.204595,-0.187577,0.313459,-0.209197,-0.187577,0.0468,-0.1338,-0.0888,-0.0881789,-0.131975,0.0459026,0.0903333
0.311342,-0.220609,-0.186124,0.305358,-0.205697,-0.186762,0.313028,-0.210299,-0.186762,0.0348,-0.1308,-0.0879,-0.0834125,-0.114247,0.055698,0.0906667
0.310976,-0.221556,-0.185586,0.304879,-0.206848,-0.185995,0.312549,-0.21145,-0.185995,0.042,-0.117,-0.084,-0.0786216,-0.102903,0.071198,0.091
0.310609,-0.222497,-0.185046,0.304447,-0.207759,-0.185324,0.312117,-0.21236,-0.185324,0.0348,-0.1119,-0.0939,-0.0809594,-0.122102,0.0855999,0.0913333
0.310241,-0.223431,-0.184504,0.304016,-0.208909,-0.184797,0.311686,-0.213511,-0.184797,0.0519,-0.12,-0.081,-0.0795592,-0.0934012,0.101626,0.0916667
0.309871,-0.224358,-0.18396,0.303536,-0.210012,-0.184174,0.311206,-0.214613,-0.184174,0.069,-0.1059,-0.084,-0.0748228,-0.0928886,0.114014,0.092
0.3095,-0.225278,-0.183414,0.303105,-0.21097,-0.183742,0.310775,-0.215572,-0.183742,0.0798,-0.12,-0.0729,-0.077683,-0.103461,0.121788,0.0923333
0.309128,-0.226191,-0.182866,0.302674,-0.211881,-0.183311,0.310343,-0.216483,-0.183311,0.096,-0.1068,-0.0828,-0.0763748,-0.107075,0.133311,0.0926667
0.308754,-0.227097,-0.182315,0.302242,-0.21284,-0.182927,0.309912,-0.217442,-0.182927,0.1098,-0.0909,-0.0738,-0.0764736,-0.100278,0.135002,0.093
0.308379,-0.227996,-0.181763,0.300277,-0.213751,-0.182544,0.309481,-0.218353,-0.182544,0.117,-0.1038,-0.0738,-0.0951928,-0.104721,0.140553,0.0933333
0.308003,-0.228887,-0.181209,0.299749,-0.214901,-0.18216,0.308953,-0.219503,-0.18216,0.1278,-0.1038,-0.0759,-0.0858266,0.0373908,0.272535,0.0936667
0.307626,-0.229772,-0.180652,0.299318,-0.215812,-0.181777,0.308522,-0.220414,-0.181777,0.1419,-0.0999,-0.075,-0.0912525,-0.0997443,0.195747,0.094
0.307247,-0.230649,-0.180094,0.298743,-0.216914,-0.181345,0.307947,-0.221516,-0.181345,0.1329,-0.1029,-0.0948,-0.0807708,-0.0802183,0.178636,0.0943333
0.306867,-0.231519,-0.179534,0.298311,-0.217825,-0.18101,0.307515,-0.222427,-0.18101,0.213,-0.042,-0.0879,-0.0890081,-0.0952373,0.168893,0.0946667
0.306485,-0.232381,-0.178972,0.297784,-0.21888,-0.18053,0.306988,-0.223482,-0.18053,0.2289,-0.0399,-0.0918,-0.0811897,-0.0818964,0.141339,0.095
0.306103,-0.233236,-0.178408,0.297209,-0.219887,-0.180003,0.306413,-0.224488,-0.180003,0.1578,-0.102,-0.081,-0.0763107,-0.0890596,0.113733,0.0953333
0.305719,-0.234084,-0.177842,0.296777,-0.220749,-0.179524,0.305981,-0.225351,-0.179524,0.1758,-0.0879,-0.0879,-0.083814,-0.102595,0.0930954,0.0956667
0.305333,-0.234924,-0.177275,0.296298,-0.221564,-0.179044,0.305502,-0.226166,-0.179044,0.1428,-0.0828,-0.084,-0.0793741,-0.106346,0.0764622,0.096
0.304947,-0.235756,-0.176705,0.295819,-0.222379,-0.178469,0.305022,-0.226981,-0.178469,0.1218,-0.0888,-0.0789,-0.0782778,-0.106274,0.0668856,0.0963333
0.304558,-0.236581,-0.176134,0.295339,-0.223146,-0.177894,0.304543,-0.227748,-0.177894,0.0948,-0.0939,-0.072,-0.0767421,-0.110142,0.0549609,0.0966667
0.304169,-0.237398,-0.175561,0.29486,-0.223913,-0.177271,0.304064,-0.228515,-0.177271,0.078,-0.102,-0.0828,-0.0761442,-0.110184,0.0553426,0.097
0.303778,-0.238208,-0.174987,0.294237,-0.224824,-0.176504,0.303441,-0.229426,-0.176504,0.0639,-0.1089,-0.072,-0.0652375,-0.0934535,0.0546552,0.0973333
0.303386,-0.23901,-0.17441,0.293757,-0.225543,-0.17588,0.302961,-0.230145,-0.17588,0.0639,-0.102,-0.0798,-0.0733937,-0.108976,0.058659,0.0976667
0.302993,-0.239804,-0.173832,0.293182,-0.226406,-0.175113,0.302386,-0.231008,-0.175113,0.0519,-0.111,-0.072,-0.0663955,-0.0910958,0.0711773,0.098
0.302598,-0.240591,-0.173252,0.292703,-0.227173,-0.17449,0.301907,-0.231775,-0.17449,0.0618,-0.1029,-0.0759,-0.0723338,-0.09684,0.0823879,0.0983333
0.302202,-0.241369,-0.172671,0.29208,-0.228036,-0.173771,0.301283,-0.232638,-0.173771,0.0588,-0.0978,-0.069,-0.0617812,-0.0821998,0.0955907,0.0986667
0.301804,-0.24214,-0.172088,0.2916,-0.228755,-0.173148,0.300804,-0.233357,-0.173148,0.0678,-0.1089,-0.0798,-0.0702827,-0.0948731,0.102168,0.099
0.301405,-0.242903,-0.171503,0.291025,-0.229666,-0.172621,0.300229,-0.234268,-0.172621,0.084,-0.0888,-0.0699,-0.0631407,-0.0739058,0.11678,0.0993333
0.301005,-0.243658,-0.170917,0.288964,-0.230385,-0.172141,0.299701,-0.234987,-0.172141,0.09,-0.0888,-0.0678,-0.0845124,-0.0909151,0.12594,0.0996667
0.300603,-0.244405,-0.170329,0.288388,-0.231248,-0.171566,0.299126,-0.23585,-0.171566,0.1038,-0.0888,-0.0678,-0.0782266,0.0385583,0.261192,0.1
0.3002,-0.245145,-0.16974,0.287813,-0.231967,-0.171039,0.298551,-0.236569,-0.171039,0.108,-0.078,-0.0699,-0.0767568,-0.0906524,0.19313,0.100333
0.299796,-0.245876,-0.169149,0.287238,-0.233021,-0.170559,0.297976,-0.237623,-0.170559,0.1179,-0.087,-0.0738,-0.0754712,-0.0562905,0.184359,0.100667
0.29939,-0.246599,-0.168557,0.286615,-0.233836,-0.170032,0.297353,-0.238438,-0.170032,0.231,-0.0339,-0.0789,-0.0705619,-0.0755281,0.172697,0.101
0.298983,-0.247314,-0.167963,0.286135,-0.234555,-0.169601,0.296873,-0.239157,-0.169601,0.225,-0.0198,-0.0729,-0.0785391,-0.086242,0.155862,0.101333
0.298574,-0.248022,-0.167368,0.285608,-0.23537,-0.169121,0.296346,-0.239972,-0.169121,0.165,-0.0789,-0.075,-0.0746545,-0.0801925,0.129253,0.101667
0.298164,-0.248721,-0.166771,0.285033,-0.236137,-0.168546,0.295771,-0.240739,-0.168546,0.165,-0.0678,-0.0738,-0.0699208,-0.0876529,0.1044,0.102
0.297753,-0.249412,-0.166173,0.282828,-0.237,-0.167779,0.2951,-0.241602,-0.167779,0.1548,-0.093,-0.072,-0.167767,-0.0762197,0.0780467,0.102333
0.29734,-0.250095,-0.165573,0.2823,-0.237719,-0.167108,0.294572,-0.242321,-0.167108,0.1308,-0.0789,-0.0849,-0.0834524,-0.0886474,0.0680498,0.102667
0.296926,-0.250769,-0.164973,0.281725,-0.23839,-0.166389,0.293997,-0.242992,-0.166389,0.099,-0.0849,-0.0648,-0.0783191,-0.0892386,0.0588722,0.103
0.29651,-0.251436,-0.164371,0.280958,-0.239157,-0.165334,0.29323,-0.243759,-0.165334,0.0849,-0.072,-0.1638,-0.0632245,-0.0751736,0.0500768,0.103333
0.296093,-0.252094,-0.163767,0.280431,-0.239876,-0.164567,0.292703,-0.244478,-0.164567,0.0699,-0.0879,-0.105,-0.0751795,-0.0760255,0.0549778,0.103667
0.295674,-0.252745,-0.163163,0.279568,-0.240739,-0.163417,0.29184,-0.245341,-0.163417,0.0549,-0.087,-0.0699,-0.0470322,-0.0575135,0.0634792,0.104
0.295255,-0.253387,-0.162557,0.278849,-0.241506,-0.162506,0.291121,-0.246108,-0.162506,0.054,-0.0759,-0.0588,-0.0513556,-0.06011,0.0728967,0.104333
0.294833,-0.254021,-0.16195,0.27813,-0.242225,-0.161691,0.290402,-0.246827,-0.161691,0.0489,-0.0789,-0.0708,-0.0508026,-0.0624063,0.0920648,0.104667
0.294411,-0.254646,-0.161342,0.277698,-0.242752,-0.161164,0.28997,-0.247354,-0.161164,0.0549,-0.0699,-0.06,-0.0695313,-0.0792216,0.101444,0.105
0.293986,-0.255264,-0.160732,0.275637,-0.243232,-0.160732,0.289443,-0.247834,-0.160732,0.0639,-0.0528,-0.0489,-0.0826496,-0.0845941,0.117857,0.105333
0.293561,-0.255873,-0.160121,0.27511,-0.243759,-0.160205,0.288916,-0.248361,-0.160205,0.0819,-0.063,-0.0528,-0.081075,0.0333769,0.258408,0.105667
0.293134,-0.256474,-0.15951,0.274583,-0.244238,-0.159774,0.288388,-0.24884,-0.159774,0.102,-0.072,-0.0669,-0.0811487,-0.0891377,0.196046,0.106
0.292706,-0.257067,-0.158897,0.274103,-0.244718,-0.159294,0.287909,-0.24932,-0.159294,0.1089,-0.0858,-0.0738,-0.0838779,-0.0901205,0.188035,0.106333
0.292276,-0.257651,-0.158283,0.273576,-0.246731,-0.158911,0.287382,-0.249799,-0.158911,0.186,-0.0309,-0.0849,0.0036286,-0.123278,0.184345,0.106667
0.291844,-0.258227,-0.157668,0.273049,-0.247211,-0.158479,0.286854,-0.250279,-0.158479,0.2448,-0.0219,-0.0798,-0.0832482,-0.12031,0.294351,0.107
0.291412,-0.258795,-0.157052,0.271035,-0.247642,-0.158048,0.286375,-0.25071,-0.158048,0.1728,-0.096,-0.0819,-0.104247,-0.128777,0.208954,0.107333
0.290978,-0.259355,-0.156435,0.270556,-0.248121,-0.157617,0.285896,-0.251189,-0.157617,0.1749,-0.1158,-0.036,-0.100983,-0.0106327,0.307412,0.107667
0.290542,-0.259906,-0.155817,0.270029,-0.248553,-0.157137,0.285368,-0.251621,-0.157137,0.2418,-0.117,-0.0258,-0.0959308,-0.131899,0.213294,0.108
0.290105,-0.26045,-0.155198,0.269453,-0.248936,-0.156562,0.284793,-0.252004,-0.156562,0.237,-0.114,-0.1038,-0.0906079,-0.134634,0.158917,0.108333
0.289667,-0.260984,-0.154579,0.26907,-0.249368,-0.156083,0.28441,-0.252436,-0.156083,0.219,-0.0708,-0.1098,-0.101998,-0.127136,0.136898,0.108667
0.289227,-0.261511,-0.153958,0.26859,-0.249799,-0.155507,0.28393,-0.252867,-0.155507,0.2598,-0.051,-0.093,-0.0949442,-0.123205,0.100259,0.109
0.288786,-0.262029,-0.153336,0.267967,-0.250326,-0.154692,0.283307,-0.253394,-0.154692,0.141,-0.153,-0.0909,-0.0828261,-0.110053,0.0606948,0.109333
0.288343,-0.262539,-0.152714,0.265954,-0.250758,-0.153973,0.282828,-0.253826,-0.153973,0.138,-0.1278,-0.093,-0.1091,-0.118269,0.036456,0.109667
0.287899,-0.263041,-0.15209,0.265331,-0.251333,-0.153063,0.282205,-0.254401,-0.153063,0.1119,-0.114,-0.102,-0.0948194,0.0179483,0.15429,0.11
